Chemical_Code_str,chemical,k,cas,Chemical_Code_num.x,Chemical_Code.x,Program,Year,Period,State,State.ANSI,Data.Item,Domain,Domain.Category,Value,CV....,Chemical,Chemical_Code.y,Chemical_Code_num.y
000586,149877-41-8,586,U,586,000586,SURVEY,2018,YEAR,FLORIDA,12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)",13.67039590443686,,BIFENAZATE , 586,586
000586,149877-41-8,586,U,586,000586,SURVEY,2016,YEAR,CALIFORNIA,6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)",463.4920634920635,,BIFENAZATE , 586,586
000586,149877-41-8,586,U,586,000586,SURVEY,2016,YEAR,CALIFORNIA,6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)",1.3,,BIFENAZATE , 586,586
000586,149877-41-8,586,U,586,000586,SURVEY,2019,YEAR,FLORIDA,12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)",0.663,,BIFENAZATE , 586,586
000586,149877-41-8,586,U,586,000586,SURVEY,2016,YEAR,CALIFORNIA,6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)",0.639,,BIFENAZATE , 586,586
000586,149877-41-8,586,U,586,000586,SURVEY,2021,YEAR,CALIFORNIA,6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)",0.505,,BIFENAZATE , 586,586
000586,149877-41-8,586,U,586,000586,SURVEY,2018,YEAR,CALIFORNIA,6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)",1.3,,BIFENAZATE , 586,586
000586,149877-41-8,586,U,586,000586,SURVEY,2018,YEAR,CALIFORNIA,6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)",0.49,,BIFENAZATE , 586,586
000586,149877-41-8,586,U,586,000586,SURVEY,2016,YEAR,FLORIDA,12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)",463.4920634920635,,BIFENAZATE , 586,586
000586,149877-41-8,586,U,586,000586,SURVEY,2018,YEAR,CALIFORNIA,6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)",0.645,,BIFENAZATE , 586,586
000586,149877-41-8,586,U,586,000586,SURVEY,2019,YEAR,CALIFORNIA,6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)",2,,BIFENAZATE , 586,586
000586,149877-41-8,586,U,586,000586,SURVEY,2019,YEAR,FLORIDA,12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)",700,,BIFENAZATE , 586,586
000586,149877-41-8,586,U,586,000586,SURVEY,2021,YEAR,FLORIDA,12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)",13.67039590443686,,BIFENAZATE , 586,586
000586,149877-41-8,586,U,586,000586,SURVEY,2021,YEAR,FLORIDA,12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)",2.5242990654205606,,BIFENAZATE , 586,586
000586,149877-41-8,586,U,586,000586,SURVEY,2021,YEAR,CALIFORNIA,6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)",1.7,,BIFENAZATE , 586,586
000586,149877-41-8,586,U,586,000586,SURVEY,2019,YEAR,FLORIDA,12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)",0.141,,BIFENAZATE , 586,586
000586,149877-41-8,586,U,586,000586,SURVEY,2018,YEAR,FLORIDA,12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)",463.4920634920635,,BIFENAZATE , 586,586
000586,149877-41-8,586,U,586,000586,SURVEY,2016,YEAR,CALIFORNIA,6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)",0.499,,BIFENAZATE , 586,586
000586,149877-41-8,586,U,586,000586,SURVEY,2021,YEAR,FLORIDA,12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)",463.4920634920635,,BIFENAZATE , 586,586
000586,149877-41-8,586,U,586,000586,SURVEY,2019,YEAR,CALIFORNIA,6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)",463.4920634920635,,BIFENAZATE , 586,586
000595,79-21-0,595,NA,595,000595,SURVEY,2019,YEAR,FLORIDA,12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (HYDROGEN PEROXIDE = 595)",7.5050924657534255,,HYDROGEN PEROXIDE , 595,595
000595,79-21-0,595,NA,595,000595,SURVEY,2019,YEAR,CALIFORNIA,6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","CHEMICAL, OTHER: (HYDROGEN PEROXIDE = 595)",463.4920634920635,,HYDROGEN PEROXIDE , 595,595
000595,79-21-0,595,NA,595,000595,SURVEY,2016,YEAR,CALIFORNIA,6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","CHEMICAL, OTHER: (HYDROGEN PEROXIDE = 595)",463.4920634920635,,HYDROGEN PEROXIDE , 595,595
000595,79-21-0,595,NA,595,000595,SURVEY,2016,YEAR,OREGON,41,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","CHEMICAL, OTHER: (HYDROGEN PEROXIDE = 595)",463.4920634920635,,HYDROGEN PEROXIDE , 595,595
000595,79-21-0,595,NA,595,000595,SURVEY,2016,YEAR,OREGON,41,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (HYDROGEN PEROXIDE = 595)",7.5050924657534255,,HYDROGEN PEROXIDE , 595,595
000595,79-21-0,595,NA,595,000595,SURVEY,2019,YEAR,CALIFORNIA,6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (HYDROGEN PEROXIDE = 595)",2.5242990654205606,,HYDROGEN PEROXIDE , 595,595
000595,79-21-0,595,NA,595,000595,SURVEY,2019,YEAR,FLORIDA,12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (HYDROGEN PEROXIDE = 595)",13.67039590443686,,HYDROGEN PEROXIDE , 595,595
000595,79-21-0,595,NA,595,000595,SURVEY,2016,YEAR,OREGON,41,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (HYDROGEN PEROXIDE = 595)",2.5242990654205606,,HYDROGEN PEROXIDE , 595,595
000595,79-21-0,595,NA,595,000595,SURVEY,2016,YEAR,CALIFORNIA,6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (HYDROGEN PEROXIDE = 595)",2.5242990654205606,,HYDROGEN PEROXIDE , 595,595
000595,79-21-0,595,NA,595,000595,SURVEY,2016,YEAR,CALIFORNIA,6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (HYDROGEN PEROXIDE = 595)",13.67039590443686,,HYDROGEN PEROXIDE , 595,595
000595,79-21-0,595,NA,595,000595,SURVEY,2016,YEAR,OREGON,41,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (HYDROGEN PEROXIDE = 595)",13.67039590443686,,HYDROGEN PEROXIDE , 595,595
000595,79-21-0,595,NA,595,000595,SURVEY,2021,YEAR,CALIFORNIA,6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (HYDROGEN PEROXIDE = 595)",2.372,,HYDROGEN PEROXIDE , 595,595
000595,79-21-0,595,NA,595,000595,SURVEY,2016,YEAR,CALIFORNIA,6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (HYDROGEN PEROXIDE = 595)",7.5050924657534255,,HYDROGEN PEROXIDE , 595,595
000595,79-21-0,595,NA,595,000595,SURVEY,2019,YEAR,FLORIDA,12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","CHEMICAL, OTHER: (HYDROGEN PEROXIDE = 595)",463.4920634920635,,HYDROGEN PEROXIDE , 595,595
000595,79-21-0,595,NA,595,000595,SURVEY,2019,YEAR,FLORIDA,12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (HYDROGEN PEROXIDE = 595)",2.5242990654205606,,HYDROGEN PEROXIDE , 595,595
000595,79-21-0,595,NA,595,000595,SURVEY,2021,YEAR,CALIFORNIA,6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (HYDROGEN PEROXIDE = 595)",2,,HYDROGEN PEROXIDE , 595,595
000595,79-21-0,595,NA,595,000595,SURVEY,2021,YEAR,CALIFORNIA,6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (HYDROGEN PEROXIDE = 595)",4.631,,HYDROGEN PEROXIDE , 595,595
000595,79-21-0,595,NA,595,000595,SURVEY,2019,YEAR,CALIFORNIA,6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (HYDROGEN PEROXIDE = 595)",7.5050924657534255,,HYDROGEN PEROXIDE , 595,595
000595,79-21-0,595,NA,595,000595,SURVEY,2021,YEAR,CALIFORNIA,6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","CHEMICAL, OTHER: (HYDROGEN PEROXIDE = 595)",463.4920634920635,,HYDROGEN PEROXIDE , 595,595
000595,79-21-0,595,NA,595,000595,SURVEY,2019,YEAR,CALIFORNIA,6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (HYDROGEN PEROXIDE = 595)",13.67039590443686,,HYDROGEN PEROXIDE , 595,595
004901,57-06-7,4901,NA,4901,004901,SURVEY,2016,YEAR,FLORIDA,12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MUSTARD OIL = 4901)",7.5050924657534255,,MUSTARD OIL , 4901,4901
004901,57-06-7,4901,NA,4901,004901,SURVEY,2016,YEAR,FLORIDA,12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MUSTARD OIL = 4901)",13.67039590443686,,MUSTARD OIL , 4901,4901
004901,57-06-7,4901,NA,4901,004901,SURVEY,2016,YEAR,FLORIDA,12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MUSTARD OIL = 4901)",2.5242990654205606,,MUSTARD OIL , 4901,4901
004901,57-06-7,4901,NA,4901,004901,SURVEY,2018,YEAR,FLORIDA,12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MUSTARD OIL = 4901)",13.67039590443686,,MUSTARD OIL , 4901,4901
004901,57-06-7,4901,NA,4901,004901,SURVEY,2018,YEAR,FLORIDA,12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MUSTARD OIL = 4901)",2.5242990654205606,,MUSTARD OIL , 4901,4901
004901,57-06-7,4901,NA,4901,004901,SURVEY,2018,YEAR,FLORIDA,12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MUSTARD OIL = 4901)",463.4920634920635,,MUSTARD OIL , 4901,4901
004901,57-06-7,4901,NA,4901,004901,SURVEY,2018,YEAR,FLORIDA,12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MUSTARD OIL = 4901)",7.5050924657534255,,MUSTARD OIL , 4901,4901
004901,57-06-7,4901,NA,4901,004901,SURVEY,2016,YEAR,FLORIDA,12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MUSTARD OIL = 4901)",463.4920634920635,,MUSTARD OIL , 4901,4901
005210,946578-00-3,5210,II,5210,005210,SURVEY,2018,YEAR,CALIFORNIA,6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SULFOXAFLOR = 5210)",13.67039590443686,,SULFOXAFLOR , 5210,5210
005210,946578-00-3,5210,II,5210,005210,SURVEY,2016,YEAR,FLORIDA,12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SULFOXAFLOR = 5210)",463.4920634920635,,SULFOXAFLOR , 5210,5210
005210,946578-00-3,5210,II,5210,005210,SURVEY,2016,YEAR,FLORIDA,12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SULFOXAFLOR = 5210)",2.5242990654205606,,SULFOXAFLOR , 5210,5210
005210,946578-00-3,5210,II,5210,005210,SURVEY,2019,YEAR,CALIFORNIA,6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SULFOXAFLOR = 5210)",0.069,,SULFOXAFLOR , 5210,5210
005210,946578-00-3,5210,II,5210,005210,SURVEY,2021,YEAR,FLORIDA,12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SULFOXAFLOR = 5210)",463.4920634920635,,SULFOXAFLOR , 5210,5210
005210,946578-00-3,5210,II,5210,005210,SURVEY,2016,YEAR,FLORIDA,12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SULFOXAFLOR = 5210)",13.67039590443686,,SULFOXAFLOR , 5210,5210
005210,946578-00-3,5210,II,5210,005210,SURVEY,2019,YEAR,CALIFORNIA,6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SULFOXAFLOR = 5210)",2,,SULFOXAFLOR , 5210,5210
005210,946578-00-3,5210,II,5210,005210,SURVEY,2018,YEAR,CALIFORNIA,6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SULFOXAFLOR = 5210)",7.5050924657534255,,SULFOXAFLOR , 5210,5210
005210,946578-00-3,5210,II,5210,005210,SURVEY,2019,YEAR,CALIFORNIA,6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SULFOXAFLOR = 5210)",0.137,,SULFOXAFLOR , 5210,5210
005210,946578-00-3,5210,II,5210,005210,SURVEY,2021,YEAR,FLORIDA,12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SULFOXAFLOR = 5210)",2.5242990654205606,,SULFOXAFLOR , 5210,5210
005210,946578-00-3,5210,II,5210,005210,SURVEY,2018,YEAR,CALIFORNIA,6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SULFOXAFLOR = 5210)",463.4920634920635,,SULFOXAFLOR , 5210,5210
005210,946578-00-3,5210,II,5210,005210,SURVEY,2021,YEAR,FLORIDA,12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SULFOXAFLOR = 5210)",13.67039590443686,,SULFOXAFLOR , 5210,5210
005210,946578-00-3,5210,II,5210,005210,SURVEY,2016,YEAR,FLORIDA,12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SULFOXAFLOR = 5210)",7.5050924657534255,,SULFOXAFLOR , 5210,5210
005210,946578-00-3,5210,II,5210,005210,SURVEY,2019,YEAR,CALIFORNIA,6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SULFOXAFLOR = 5210)",463.4920634920635,,SULFOXAFLOR , 5210,5210
005210,946578-00-3,5210,II,5210,005210,SURVEY,2021,YEAR,FLORIDA,12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SULFOXAFLOR = 5210)",7.5050924657534255,,SULFOXAFLOR , 5210,5210
005210,946578-00-3,5210,II,5210,005210,SURVEY,2018,YEAR,CALIFORNIA,6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SULFOXAFLOR = 5210)",2.5242990654205606,,SULFOXAFLOR , 5210,5210
006327,can't find,6327,NA,6327,006327,SURVEY,2019,YEAR,CALIFORNIA,6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (STREPTOMYCES LYDICUS = 6327)",13.67039590443686,,STREPTOMYCES LYDICUS , 6327,6327
006327,can't find,6327,NA,6327,006327,SURVEY,2019,YEAR,CALIFORNIA,6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (STREPTOMYCES LYDICUS = 6327)",7.5050924657534255,,STREPTOMYCES LYDICUS , 6327,6327
006327,can't find,6327,NA,6327,006327,SURVEY,2021,YEAR,CALIFORNIA,6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (STREPTOMYCES LYDICUS = 6327)",13.67039590443686,,STREPTOMYCES LYDICUS , 6327,6327
006327,can't find,6327,NA,6327,006327,SURVEY,2016,YEAR,FLORIDA,12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (STREPTOMYCES LYDICUS = 6327)",2.5242990654205606,,STREPTOMYCES LYDICUS , 6327,6327
006327,can't find,6327,NA,6327,006327,SURVEY,2019,YEAR,CALIFORNIA,6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (STREPTOMYCES LYDICUS = 6327)",2.5242990654205606,,STREPTOMYCES LYDICUS , 6327,6327
006327,can't find,6327,NA,6327,006327,SURVEY,2016,YEAR,FLORIDA,12,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (STREPTOMYCES LYDICUS = 6327)",13.67039590443686,,STREPTOMYCES LYDICUS , 6327,6327
006327,can't find,6327,NA,6327,006327,SURVEY,2021,YEAR,CALIFORNIA,6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (STREPTOMYCES LYDICUS = 6327)",2.5242990654205606,,STREPTOMYCES LYDICUS , 6327,6327
006327,can't find,6327,NA,6327,006327,SURVEY,2016,YEAR,CALIFORNIA,6,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (STREPTOMYCES LYDICUS = 6327)",463.4920634920635,,STREPTOMYCES LYDICUS , 6327,6327
